ProcessID,count,NewProcessName,ProcessName,Application
0x0000000000001640,7,C:\Windows\System32\CompatTelRunner.exe,C:\Windows\System32\CompatTelRunner.exe,
0x0000000000001650,7,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002424,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
6480,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
6232,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001558,7,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x0000000000002470,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000015b0,7,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x00000000000015d0,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001590,7,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe,C:\Windows\System32\backgroundTaskHost.exe,
5748,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002bf4,7,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000002bd4,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002b7c,7,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Program Files\RUXIM\PLUGScheduler.exe,
0x0000000000000a8c,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
3836,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
10380,7,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
10176,7,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000000b78,7,C:\Windows\System32\CompatTelRunner.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000b64,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
3892,7,,,
3788,7,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
3608,7,,,
0x0000000000000c88,7,C:\Windows\System32\MoUsoCoreWorker.exe,C:\Windows\System32\MoUsoCoreWorker.exe,
0x0000000000000b9c,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000024e0,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000024c8,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
5928,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000257c,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002558,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002560,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000025e4,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000025c4,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000014d4,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002624,7,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000002628,7,C:\Windows\System32\gpupdate.exe,C:\Windows\System32\gpupdate.exe,
0x0000000000000874,7,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x000000000000081c,7,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x00000000000007ec,7,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.4163_none_7e304ec47c735f2e\TiWorker.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.4163_none_7e304ec47c735f2e\TiWorker.exe,
5576,7,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000002720,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000026f0,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000026f4,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002738,7,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000002748,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000894,7,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
5240,7,,,
5248,7,,,
5168,7,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
5188,7,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000002818,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000027dc,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000a3c,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
4776,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002adc,7,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000002ab8,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002a90,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002ab0,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
4224,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
4180,7,,,
4196,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000012a8,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
4480,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
4464,7,,,
4344,7,,,
4360,7,,,
4316,7,,,
0x00000000000008f0,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000008c0,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000088c,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000028e8,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000284c,7,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001484,7,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x000000000000145c,7,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000013d4,7,C:\Windows\System32\sppsvc.exe,C:\Windows\System32\sppsvc.exe,
0x00000000000013c8,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000028dc,7,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000000a6c,7,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000000a7c,7,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001444,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000009b0,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000029b8,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001394,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001354,7,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001314,7,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002a34,7,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002a24,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
4700,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
4704,7,,,
4712,7,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
4716,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000ab4,7,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002a6c,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001954,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000192c,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001d98,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001d28,7,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001850,7,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000001e8c,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001e58,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000003ac,7,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000001b04,7,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001ad0,7,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001a98,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001bd8,7,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000001ba0,7,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001b1c,7,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
8736,7,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
8756,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001904,7,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001c78,7,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000002c0,7,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
9092,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
9032,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
9052,7,,,\device\harddiskvolume3\windows\system32\svchost.exe
9256,6,,,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe
9116,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
9184,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
9072,6,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\onedrive\onedrivestandaloneupdater.exe
9012,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
8816,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
872,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
8652,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001c4c,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001c14,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001bb4,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001b84,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.4163_none_7e304ec47c735f2e\TiWorker.exe,
0x0000000000001b64,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001b6c,6,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x0000000000001b28,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001b3c,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000001ae4,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001af0,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001af4,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
1924,6,,,
852,6,,,
0x0000000000000eac,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
2412,6,,,
2476,6,,,
2328,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
2244,6,,,
2200,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000f80,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
1508,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000420,6,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x0000000000000424,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000003e4,6,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MpCmdRun.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000003bc,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x000000000000028c,6,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
1984,6,,,
1760,6,,,
1664,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001f80,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000001f10,6,C:\Windows\System32\CompatTelRunner.exe,C:\Windows\System32\CompatTelRunner.exe,
0x0000000000001ed4,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001eec,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000018b0,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
8616,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
8624,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
8636,6,,,\device\harddiskvolume3\windows\system32\sihclient.exe
2972,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
2996,6,,,
8100,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
7768,6,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\onedrive\onedrivestandaloneupdater.exe
0x00000000000017cc,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000017b0,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001fd4,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001fa8,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
5364,6,,,
0x0000000000000900,6,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x0000000000000918,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
4544,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
4564,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
4312,6,,,
4268,6,,,
0x00000000000012fc,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000013c0,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002908,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002854,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002860,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x00000000000014bc,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x000000000000149c,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
5396,6,,,
5356,6,,,
5072,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
4976,6,,,
4940,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
4872,6,,,
4888,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000013f4,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000001404,6,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x00000000000013ec,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002990,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002980,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002944,6,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Program Files\RUXIM\PLUGScheduler.exe,
5104,6,,,
5136,6,,,\device\harddiskvolume3\windows\system32\sihclient.exe
0x00000000000009c0,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000009a0,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000928,6,C:\Program Files\RUXIM\RUXIMICS.exe,C:\Program Files\RUXIM\RUXIMICS.exe,
0x0000000000001540,6,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x00000000000014d0,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000834,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
5584,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
5596,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
5504,6,,,
5476,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
5420,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000274c,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002710,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x000000000000271c,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002708,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000026bc,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002698,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000002650,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001530,6,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MpCmdRun.exe,
0x0000000000000a24,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000009ec,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
4820,6,,,
4764,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
5244,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000027ac,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000027c0,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000002774,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001284,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\CompatTelRunner.exe,
0x0000000000002b60,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,
0x0000000000002b04,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000002aec,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002af0,6,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Program Files\RUXIM\PLUGScheduler.exe,
0x0000000000002a98,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002a54,6,C:\Windows\System32\AppHostRegistrationVerifier.exe,C:\Windows\System32\AppHostRegistrationVerifier.exe,
0x0000000000000a40,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000b4c,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
3884,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000c1c,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
10348,6,,,
10096,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
10168,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
10016,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
1004,6,,,
5936,6,,,
3560,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
3568,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x0000000000000cd8,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000000ce8,6,C:\Windows\System32\taskhostw.exe,C:\Windows\System32\taskhostw.exe,
0x0000000000000c78,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000bc4,6,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21830.0_x64__8wekyb3d8bbwe\HxTsr.exe,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21830.0_x64__8wekyb3d8bbwe\HxTsr.exe,
0x0000000000000b70,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002568,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000002520,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002510,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
