ProcessID,count,NewProcessName,ProcessName,Application
0x0000000000002b1c,12,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000003a8,12,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000027d8,12,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
4252,12,,,
9824,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
2816,12,,,
4760,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002aa0,12,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
8900,12,,,\device\harddiskvolume3\windows\system32\sihclient.exe
2316,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001458,12,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
2432,12,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
3932,11,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
5528,11,,,
10008,11,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000026c4,11,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\backgroundTaskHost.exe,
4784,11,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000001914,11,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000314,11,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
8660,11,,,\device\harddiskvolume3\windows\system32\svchost.exe
5100,11,,,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe
10640,11,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001448,11,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002af8,11,C:\Windows\System32\svchost.exe,C:\Windows\System32\backgroundTaskHost.exe,
2728,11,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x0000000000002be4,11,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Windows\System32\svchost.exe,
6804,11,,,\device\harddiskvolume3\program files\windowsapps\microsoft.yourphone_1.24021.105.0_x64__8wekyb3d8bbwe\phoneexperiencehost.exe
7032,11,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
6420,11,,,\device\harddiskvolume3\windows\system32\svchost.exe
7804,11,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000494,11,C:\Windows\System32\conhost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000000b8,11,C:\Windows\System32\svchost.exe,C:\Windows\System32\VSSVC.exe,
0x0000000000000238,11,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
9040,11,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\onedrive\onedrive.exe
0x000000000000298c,11,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\svchost.exe,
952,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
9684,10,,,\device\harddiskvolume3\windows\system32\sihclient.exe
0x0000000000001d9c,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000ab0,10,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000000d10,10,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000000acc,10,C:\Windows\System32\sppsvc.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000df0,10,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
11260,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000fc0,10,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000000f84,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000007d8,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000155c,10,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001168,10,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
3144,10,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x00000000000015a4,10,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001420,10,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,
0x00000000000013f8,10,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{4662CB1C-F771-47CC-9C76-9929F3C95712}\EDGEMITMP_A7674.tmp\setup.exe,C:\Windows\System32\svchost.exe,
0x0000000000000f2c,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
668,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
280,10,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
1116,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
11200,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001560,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
3432,10,,,\device\harddiskvolume3\program files\windowsapps\microsoft.yourphone_1.24021.105.0_x64__8wekyb3d8bbwe\phoneexperiencehost.exe
10864,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
652,10,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x00000000000017fc,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
5520,10,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
6088,10,,,\device\harddiskvolume3\program files\ruxim\ruximics.exe
0x00000000000011a0,10,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000012e4,10,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000012a4,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000a00,10,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000001288,10,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
5500,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
3548,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001258,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
5112,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
5424,10,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000000964,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000014d8,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000130c,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001a3c,10,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
8544,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000ea8,10,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000014dc,10,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
3948,10,,,\device\harddiskvolume3\windows\system32\backgroundtransferhost.exe
0x0000000000002b9c,10,C:\Windows\System32\svchost.exe,C:\Windows\System32\backgroundTaskHost.exe,
3808,10,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001798,10,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000003b8,9,C:\Windows\System32\sppsvc.exe,C:\Windows\System32\sppsvc.exe,
1520,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x0000000000001784,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001794,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
1588,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x000000000000172c,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000f58,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
944,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
9476,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002958,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000013a0,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
8612,9,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\onedrive\24.040.0225.0003\microsoft.sharepoint.exe
0x0000000000000498,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000000458,9,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000000460,9,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Windows\System32\svchost.exe,
0x00000000000027e4,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
10384,9,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
1028,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
3784,9,,,\device\harddiskvolume3\windows\system32\sppextcomobj.exe
5400,9,,,\device\harddiskvolume3\program files\windowsapps\microsoft.yourphone_1.24021.105.0_x64__8wekyb3d8bbwe\phoneexperiencehost.exe
0x0000000000002530,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000000bb8,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
10204,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
10232,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x0000000000000998,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x000000000000097c,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
5036,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
3964,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x0000000000000bcc,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000024d8,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002994,9,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
3076,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000dc0,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,
6200,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
6224,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000021dc,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000021e4,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000ecc,9,C:\Windows\System32\taskhostw.exe,C:\Windows\System32\taskhostw.exe,
2504,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
640,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000017c4,9,C:\Windows\System32\conhost.exe,C:\Windows\System32\wevtutil.exe,
0x000000000000243c,9,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24010.12-0\MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24010.12-0\MpCmdRun.exe,
2892,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x0000000000000688,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
3012,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
3032,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x0000000000002484,9,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x0000000000001598,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001678,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x000000000000168c,9,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000001690,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
6620,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
5996,9,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
696,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x0000000000001718,9,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000f30,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
4216,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000028f0,9,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
2512,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
6716,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000838,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002668,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001190,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002b8c,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000000a4c,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000009e4,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000015ac,9,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000864,9,C:\Windows\System32\sppsvc.exe,C:\Windows\System32\sppsvc.exe,
0x000000000000229c,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001178,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
5336,9,,,\device\harddiskvolume3\windows\system32\compattelrunner.exe
0x00000000000016c4,9,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Program Files\RUXIM\PLUGScheduler.exe,
9292,9,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x0000000000000210,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
8752,9,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
8864,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
9100,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
8632,9,,,\device\harddiskvolume3\users\taro\appdata\local\programs\python\python311\python.exe
0x0000000000001f58,9,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000f74,9,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x0000000000000f78,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000000f40,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002984,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,
9880,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001a54,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
4800,9,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
4824,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
9160,9,,,\device\harddiskvolume3\program files (x86)\microsoft\edge\application\msedge.exe
0x0000000000000e70,9,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
8444,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000038c,9,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
9596,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
9560,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001ab8,9,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
2216,9,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
1152,9,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x0000000000000c48,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002a94,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\taskhostw.exe,
0x0000000000001520,9,C:\Windows\System32\MusNotification.exe,C:\Windows\System32\MusNotification.exe,
0x0000000000000b60,9,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
5216,9,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002bfc,9,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{A07561A9-E18C-46AE-8CA5-43EC9759615F}\EDGEMITMP_64E73.tmp\setup.exe,C:\Windows\System32\svchost.exe,
0x00000000000027f8,9,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
9608,8,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001aac,8,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
10928,8,,,\device\harddiskvolume3\windows\system32\svchost.exe
1920,8,,,
0x0000000000000f3c,8,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\System32\svchost.exe,
0x0000000000000110,8,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
